Company Name,Skills Set,Information Link,Description,Posted Time
RepliconSoftwareIndiaPvtLtd,"seniorsoftwareengineer,git,seniorsoftwaredeveloper,debugging,python",https://www.timesjobs.com/job-detail/python-developer-replicon-software-india-pvt-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-Vnyh3rA8rsRzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperBangalore,IndiaPositionOverview:WeareexpandingourSaaSsolutionbasedonmarketneedsandarelookingforaSeniorSoftwareDeveloper/ScrumMastertoplayamajorroleinourCOMPteam.AsaSeniorSoftwareEngineerinourteam,youwillberesponsibleforunderstandingtherequirementsofpayrulesfromtheproductmanager,conductthetechnicalfeasibility&prepareascalabledesignandimplementthem.Theactivitiesyouwillberesponsibleforincludemanyphasesofthesoftwaredevelopmentlifecycleincludingtechnicalresearch,requirementsgathering&analysis,highlevelandtechnicaldesign,implementationofthesolutions,unittesting,debugging,andsustenance.Youwillhavetocontinuouslyadoptthelatestcloudandopensourcetechnologiesandscalethesolutions.Wearelookingfordrivenindividualswhoexudeconfidence,withaproventechnicalrecordandhaveworkedinasimilarrolepreviouslyandreadytobuildalongtermcareeropportunitywithinourcompany.Themoreyouproveyourabilitytodeliverrealsolutionstoproblemswithapositiveattitude,themoreflexibilityandfreedomyouwillhavetowritesoftwarethewayyouwant.Beingabletowritelongresumesdoesnotimpressus;beingabletowritegoodsoftwareimpressesus(itsalotharder).AboutCOMPLIANCETeam:Compliance(COMP)teamispartoftheR&DorganizationofReplicon,developingcompliancerules(payrules)asperthelaborregulationsacrosstheglobe.Compliancerulesinvolvecomplexalgorithmprocessingandnumbercrunching.KeyResponsibilities:Workwiththeproductmanagertounderstandthebusinessworkflows/requirements,identifyneeds/gapsandproposetherelevanttechnicalsolutionsDesign,implement,andtunechangestotheproductthatworkwithinthetime-tracking/projectmanagementenvironmentBeunderstandingandsensitivetocustomerrequirementssoastobeabletoofferalternativesolutionsKeepinpacewiththeproductreleasesWorkwithinRepliconssoftwaredevelopmentexpectations,processes,andqualityinitiativesWorktoaccuratelyevaluateriskandestimatesoftwaredevelopmenttasksStrivetocontinuallyimprovetechnicalanddevelopmentalskillsQualifications:BachelorofComputerScience,ComputerEngineering,orrelatedfield3yearsofsoftwaredevelopmentexperience(Core:Pythonv2.7,)ShouldhavedeepknowledgeofAgiledevelopmentprocess&shouldbeabletoplaytheroleofaScrumMaster/teamleadTDDtechniquesGoodtoHave:ToolsexperienceofJira,GitGoodtoHave:SQLQueriesworkingknowledgeCompetencyRequirements:Seetheinherentchallengesinallthings;ifataskiscomplicated,yousimplifyit;ifitissimple,youexcelatit;ifitismundane,youautomateitBeaproblemsolver;begivenanyproblemandwillcomebackwithsolutions,oratleastalternativesBeaperfectionist;youarenotsatisfieduntilyoursolutionisrocksolid&scalableBepragmatic;youimplementthebestsolutionfortheproblem,notthecoolestsolution,andcantellthedifferenceSeethebigpicture;wewritesoftwaretosolverealbusinessproblems",Posted few days ago
capgemini,"securitycompliance,database,pythonscripting,django,html5,entrylevel,mobile,javascript",https://www.timesjobs.com/job-detail/python-developer-capgemini-kolkata-0-to-3-yrs-jobid-znUOiew9Ns1zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionBasicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3UnderstandingofaccessibilityandsecuritycompliancedependingonthespecificprojectKnowledgeofuserauthenticationandauthorizationbetweenmultiplesystems,servers,andenvironmentsUnderstandingofthedifferencesbetweenmultipledeliveryplatforms,suchasmobilevsdesktop,andoptimizingoutputtomatchthespecificplatformAbletocreatedatabaseschemasthatrepresentandsupportbusinessprocesses",Posted few days ago
FresherMart,"securitycompliance,css,html5,hosting,storage,database,security,java,git,postgresql,debugging,mysql,python,mobile,svn,javascript,ruby,php,.net",https://www.timesjobs.com/job-detail/python-developer-freshermart-hyderabad-secunderabad-4-to-7-yrs-jobid-UqR__PLUS__7qNkpehzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		DutiesandResponsibilitySeniorBackendEngineerWearelookingforaRubyonRailsdeveloperalongwithPythonknowledgeresponsibleformanagingtheinterchangeofdatabetweentheserverandtheusers.Yourprimaryfocuswillbedevelopmentofallserver-sidelogic,definitionandmaintenanceofthecentraldatabase,andensuringhighperformanceandresponsivenesstorequestsfromthefront-end.Youwillalsoberesponsibleforintegratingthefront-endelementsbuiltbyyourco-workersintotheapplication.Therefore,abasicunderstandingoffront-endtechnologiesisnecessaryaswell.WhatyoullbedoingIntegrationofuser-facingelementsdevelopedbyafront-enddeveloperwithserver-sidelogicBuildingreusablecodeandlibrariesforfutureuseOptimizationoftheapplicationformaximumspeedandscalabilityImplementationofsecurityanddataprotectionDesignandimplementationofdatastoragesolutionsGatherandaddresstechnicalanddesignrequirementsWhatwerelookingforProficientexperienceofback-endprogramminglanguagePython(4years)Knowledgeofotherback-endlanguageslikePHP,Ruby,JAVA,.NetetcBasicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3Goodunderstandingofserver-sideCSSpre-processors,suchasLESSandSASSIntegrationofmultipledatasourcesanddatabasesintoonesystemManagementofhostingenvironment,includingdatabaseadministrationandscalinganapplicationtosupportloadchangesDatamigration,transformation,andscriptingSetupandadministrationofbackupsOutputtingdataindifferentformatsUnderstandingdifferencesbetweenmultipledeliveryplatformssuchasmobilevsdesktop,andoptimizingoutputtomatchthespecificplatformCreatingdatabaseschemasthatrepresentandsupportbusinessprocessesImplementingautomatedtestingplatformsandunittestsKnowledgeofanydatabasePostgreSQL,MySQL,SQLiteProficientunderstandingofcontinuousintegrationtools,suchasJenkinsProficientunderstandingofOWASPsecurityprinciplesUnderstandingofsessionmanagementinadistributedserverenvironmentResponsiblefordevelopingback-endcomponentsProficientunderstandingofcodeversioningtoolse.g.Git,MercurialorSVNStronganalysisanddebuggingskills.UnderstandingaccessibilityandsecuritycomplianceUserauthenticationandauthorizationbetweenmultiplesystems,servers,andenvironmentsExcellentwritten,verbalcommunicationskillsandcriticalthinkingskillsShouldbeEngineeringorcomputerGraduate/PostGraduate.JobLocation:HyderabadExperience(Years):4-8Years",Posted few days ago
SoftwareAssurance,"python,css,problemsolving,ajax,javascript,jquery,userdocumentation,django,html,mysql",https://www.timesjobs.com/job-detail/python-developer-software-assurance-ghaziabad-1-to-5-yrs-jobid-4usNqEKDbwdzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperPosition:PythonDeveloperExperience:1-5YearsQualification-AnyB.Tech/BE/MCA/M.Tech/M.SC(CSorIT)ReadAboutJobDescription1-5yearshandsonexperiencewithPython,DjangoExperienceonHTML/CSS/Javascript,jQuery,Ajax,MySQLRequirementsdefinitionformedium-largesizedenhancements,design,development,testingandimplementationGainsnecessaryinput/approvalofrequirementsanddesignandparticipatesincodereviewsandmayperformcodereviewforothersEnsuresapplicationsmeetrequirementsandhasfewbugsDevelopssystemanduserdocumentationSupportstheoperationsofexistingapplicationsWorksonperiodicmaintenancereleasesofapplications,includingenhancementsanddefectsMayidentifydesignimprovementsInvolvesusersinthedevelopment/maintenanceofapplications(e.g.,requirements,testing)UnderstandshowusersusetheirapplicationsUnderstandsscope,priorityandtimelinesforassignedworkManagesworkloadtodeliverqualitydeliverablesthatmeetrequirementFollowsstandards/usesstandardtoolsetsAssistsManagerintrackingprogress,prioritizingworkanddevelopingtimeestimatesResolvesissuesorescalatestoManager,ifnecessaryIdentifiesopportunitiestoimproveexistingconditionsandprocesses&implementssolutionsCreativeinproblemsolving",Posted few days ago
SplendorNetTechnologiesPvt.Ltd.,"python,css,django,restapi,webdevelopment,html,angularjs,javascript,jquery",https://www.timesjobs.com/job-detail/python-fresher-splendornet-technologies-pvt-ltd-pune-0-to-3-yrs-jobid-fFpgA3fx0ANzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Python-Fresher-Logicallystrong,willingtolearnandstaylongwithcompanyismust-Shouldbefamiliarwithatleastonepythonwebdevelopmentframework.Preferably-DjangoorFlask,TurboGears,web2py-Mustknowbasicsofwebdevelopmentssuchas...-Logicallystrong,willingtolearnandstaylongwithcompanyismust-Shouldbefamiliarwithatleastonepythonwebdevelopmentframework.Preferably-DjangoorFlask,TurboGears,web2py-MustknowbasicsofwebdevelopmentssuchasHTML,CSS,JavaScriptorJQuery.-DjangoRESTAPIFramework,Tastypie,AngularJs,JqueryUIwillbeaddedadvantage.",Posted few days ago
CAPDigisoftSolutionsInc.,"python,css,html5,sql,nosql,webtools,xml,infrastructure,json",https://www.timesjobs.com/job-detail/python-developer-cap-digisoft-solutions-inc-coimbatore-2-to-5-yrs-jobid-l6HusMrc__SLASH__aBzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Requirements:AnyComputerScienceGraduatewith2yearsofworkingknowledgeinwebcrawlers,webscrapersandotherwebtoolswhichhelpsinextractingthewebcontentusingPython.ShouldbeexpertiseinPythonCoding.ShouldhaveknowledgeinscrapingframeworkssuchasScrapy,BeautifulSoup,HTQL,Jsoup,Web-Harvestandothers.UnderstandingofXML,HTML5,CSSandJSONobjects.ExperiencewithSQLandNoSQLdatabases.Shouldbefamiliarwithevent-drivenprogramminginPython.Responsibilities:Responsibleforwritingreusable,testable,andefficientcode.Shoulddesignandimplementlow-latencyandhigh-availabilityapplications.Createandcustomizewebcrawlersandwebspiderstoextractstructuredandunstructureddatafromweb.UseNLPtechniquestoimproveandrefinethecrawleddata.Build/maintainETLinfrastructurefortheanalysisofcrawleddata.DevelopAPIsthatinteractwithotherapplications.KnowledgeofOLAPandETLprocessesisanaddedadvantage.",Posted few days ago
graymattersoftwareservicespvt.ltd.,"python,restapi,docker,sql,django,oops,shellscripting,softwareengineering",https://www.timesjobs.com/job-detail/python-developer-gray-matter-software-services-pvt-ltd-bengaluru-bangalore-5-to-7-yrs-jobid-Nko4qDG6DqJzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Essential:GoodatPythonprogrammingKnowledgeofDockerandbash/shellscriptingExperiencewithRESTAPIWell-versedwithDJANGOframework&itsfunctioning,MVTModelSQLexperiencewiththeabilitytowriteperformantqueriesExperiencedincreatingnewDJANGOapplications,updatingmodels(makingmigrations),definingroutes/paths.Experiencedincreatingviewsforthepaths,workingwithserialises,DJANGOAdminsite&itscustomisations.UnittestcaseDjango/FlaskAutomatedAPItestingIdeaaboutcloudDesiredSkills:ShouldhaveclarityinSoftwareengineeringconcepts&Oops.GoodknowledgeonPythonlibraries-NumPy,PandasetcSomeknowledgeandexperiencewithDataframesinpython&GoodknowledgeonregionalimplementationRoles&Responsibilities:RequirementUnderstandingParticipateinprojectplanning,sprintplanningandestimations.Knowledgeofworkingwithagileframework.Abilitytoprogramcomplexlogic,codeprofiling,andruntimeoptimization.ExperienceinDjangoisaddedadvantage.Abilitytolearnnewtechnologiescontinuouslyandgotoimplementation.",Posted few days ago
litebreezeinfotechpvtltd,"rest,python,css,javascript,sql,nosql,django,git,json,html,shellscripting",https://www.timesjobs.com/job-detail/python-developer-litebreeze-infotech-pvt-ltd-cochin-kochi-ernakulam-0-to-3-yrs-jobid-jiBwycbwh4lzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		MinimumoftwoyearsofworkexperienceasaPythondeveloperExpertiseinatleastonePythonframework(likeDjangoorFlask)ExperienceinworkingwithAgileTeamandGitFamiliarityinfront-endtechnologies,suchasHTML,CSS,JavascriptFamiliaritywithORM(ObjectRelationalMapper)libraries,SQLandNoSQLKnowledgeofRESTandJSONExcellentcommunicationandclientserviceskillsExceptionalproblemsolvingskillsandanalyticalabilitiesPriorexperienceofthefollowingisanadvantage:ShellscriptingandcloudenvironmentsetupWritingunittestsDevelopingscalablesystemsUsingPMtoolslikeTrello,Jira,Wireframes",Posted few days ago
AHOMTechnologiesPrivateLimited,"rest,python,html5,javascript,jquery,sql,databasemanagement,django,apache,postgresql,mysql,mongodb",https://www.timesjobs.com/job-detail/python-developer-ahom-technologies-private-limited-gurgaon-0-to-3-yrs-jobid-LBbXJpLPppxzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Wearehiringforpythondevelopers.Idealcandidateshouldhave:StrongunderstandingofPythonWebframeworks:DjangoWebservers:Apache/NginxDataStores:MySQL/PostgreSQL.WorkingKnowledgeofobject-relationalmapping(ORM).KnowledgeinNo-SQLlikeMongoDBwillbeanaddedadvantage.Familiaritywithfront-endtechnologies(likeJavaScript,JQueryandHTML5).Goodproblem-solvingskills.ProjectsonRPA/AI/MLwillbeanadvantage.WorkingknowledgeofRestAPIsandmicroservices.Goodunderstandingofdatabasemanagementsystems.Experiencedevelopingandmaintainingsystems.Attentiontodetailandcodequality.Strongcommunicationskillsandanabilitytoconveyideasandconceptswithclarity.",Posted few days ago
TandAHRSolutions,"python,html5,mobile,ajax,jquery,java,xml,webtechnologies,php,mysql",https://www.timesjobs.com/job-detail/python-developer-tanda-hr-solutions-chandigarh-3-to-6-yrs-jobid-cr__PLUS__7F__PLUS__UyQPpzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Candidatesshouldbeproficientinfullstackdevelopment,specificallywebtechnologiessuchasPHP,Python,JS,Node,Angular,JQuery,HTML5,CSS3,XML,AJAX,MySQL,Javaetc.Strongcandidateswillbeabletodemonstrateworkingknowledgeandexperienceofdesigning,buildingandmaintainingwebapplications,webservices(APIs)andmobileappdevelopment(specificallyAndroid).",Posted few days ago
TandAHRSolutions,"python,html5,softwaredesign,mobile,ajax,jquery,java,xml,webtechnologies,php,debugging,mysql",https://www.timesjobs.com/job-detail/python-developer-tanda-hr-solutions-chandigarh-3-to-6-yrs-jobid-VW45mNYuF__SLASH__dzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Location:-ChandigarhSalary:8Lakhsto10LakhsPAJOBDESCRIPTIONCandidatesshouldbeproficientinfullstackdevelopment,specificallywebtechnologiessuchasPHP,Python,JS,Node,Angular,JQuery,HTML5,CSS3,XML,AJAX,MySQL,Javaetc.Strongcandidateswillbeabletodemonstrateworkingknowledgeandexperienceofdesigning,buildingandmaintainingwebapplications,webservices(APIs)andmobileappdevelopment(specificallyAndroid).1.establishingkeyrequirementsthroughdiscussionswithcolleagues/clients;2.prototyping,wire-framingandmockingUI/UXdesign;3.combiningallelementsofsoftwaredesignandtesting;4.workingindividuallyoraspartofateamforshort/longtermprojects;5.testing,debuggingandimplementingtoensuresolutionrequirementsaremet;6.reactingtoproblemsandcorrectingthesolution/designasnecessary;7.evaluatingandincreasingarchitectureeffectivenessandadaptingthesolutiontonewrequirements,asnecessary;8.writingdetaileddocumentationforusers/colleagues;",Posted few days ago
"Tekpillar
(MoreJobs)","Python,Django,HTML,CSS,ReactJs,JavaScript,SQL",https://www.timesjobs.com/job-detail/python-developer-tekpillar-surat-1-to-5-yrs-jobid-pagKlRYZOStzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
WEAREURGENTLYHIRING!!!
SHAREYOURRESUMEDIRECTLYAT8238681630
SkillsandRequirement:
•ExpertinPythonscrapingorPythonwebframework{suchasDjango,FlaskorOdoo}
•FamiliaritywithsomeORM(ObjectRelationalMapper)libraries
•Goodunderstandingofserver-sidetemplatinglanguages
•Basicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3
•AddAdvantageifknowsReact,Angular,VueorMeteor
•Knowledgeofuserauthenticationandauthorizationbetweenmultiplesystems,servers,and
environments
•Familiaritywithevent-drivenprogramminginPython
•Strongunittestanddebuggingskills
•Proficientunderstandingofcodeversiontools{{suchasGit,bitbucketorSVN}}
•KnowledgeofAWSserviceswillbeaddedadvantage
ContactInfo:

+918238681630

Rushik|HRrecruiter",Posted few days ago
HELIOSSOLUTIONS,"securitycompliance,restapi,html5,xml,devops,mysql,api,objectorientedprogramming,python,javascript,fundamentals,jquery,docker,grunt,security,database,git,postgresql,iam,cloudservices,junit,svn,django",https://www.timesjobs.com/job-detail/python-developer-helios-solutions-vadodara-3-to-8-yrs-jobid-p0a4MeUKtyNzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionWearelookingforaPythondeveloperwhoisresponsibleforbuildingmicro-servicesorientedarchitectureapplicationsusingtechnologiessuchasDjango,Flask,PostgreSQL,ReactJS,andCloudServiceslikeAWS.Yourprimaryfocuswillbethedevelopmentoffullstackapplication(Backend&Frontend)usingabovementionedtechnologiesandensuringhighperformance,highavailability,scalableandsecureapplication.HandsonwithNodeJStechnologyisbigpluspoint,orshouldbereadytolearnNodeJSinnearfuture.Responsibilities1.Implementtasksinahighlytechnological,innovative,andchallengingenvironment2.WorkwithTechnicalarchitectsteam,developmentteamsandproductmanagertoideatesoftwaresolutions3.AbilitytounderstandtheArchitectureandabletodiscusstheimprovementsinArchitecture4.Maintaincodequalityandensureallcodingstandards&bestpracticesareimplemented5.WriteeffectiveRestfulAPIs6.APIsIntegrationintoUIApplication.7.Writingreusable,testable,andefficientcode/component8.Designandimplementationoflow-latency,high-availability,andhighperformanceapplications9.Implementationofsecurityanddataprotection10.Writetechnical&architecturedocumentation11.3rdPartyAPIIntegrationsintoApplicationTechnicalRequirementsMustHave1.Minimum3to8yearsprovenexperienceasaPythondeveloper2.VerygoodknowledgeandworkingexperiencewithdatabasetechnologysuchasPostgreSQL,MySQL3.StrongproficiencywithPythonprogramminglanguage&fundamentalsofFunctional&ObjectOrientedProgramminginPython4.Hands-onknowledgeofNodeJSorreadytolearnNodeJSinnearfuture5.ProficientinDjango&Flaskframework.6.WellversedinJavaScriptframeworks(Angular,React,Redux,ReactHooks)towritesinglepageapplication7.ProficientindesignandconstructionofRESTAPI8.Wellversedwithintegrationof3rdPartyAPIswithmultiplecomplexsystems9.Knowledge&familiaritywithNodeJS,NPM,Yarn,ESLintrules,Prettier,Babel&JSDoc10.Understandingnatureofasynchronousprogramminganditsworkarounds11.Goodunderstandingoffront-endtechnologies,suchasHTML5,XML,jQueryandCSS312.Understandingaccessibilityandsecuritycompliance13.KnowledgeofAPIsauthenticationsmethodssuchasOAuth2.0,APIKeys,JWT,etc.14.Understandingfundamentaldesignprinciplesbehindascalableapplication15.ProficientunderstandingofcodeversioningtoolssuchasGit,Svn16.Implementingautomatedunittestingandintegrationtestingplatforms(suchasJunit,TestNG,Selenium,Cypress,Mochaetc.)GoodtoHave1.Knowledge&workingexperiencewithmicro-servicesarchitecture2.Knowledge&workingexperiencewithAWSserviceslikeIAM,EC2,SES,SQS,S3,etc.3.GoodknowledgeaboutAWSservicesandDevOpsmethodologieswithpatternsincludingcontinuousintegration,testing,test-drivendevelopment,anddelivery4.ExperiencewithJS-basedtoolsincludingBower,GruntandGulp5.Knowledge&workingexperiencewithDockerorKubernetesSoftSkillsRequirements1.Strongcommunicationskills2.Agilityandquicklearner3.Attentiontodetail4.Organizationalskills5.UnderstandingoftheSoftwaredevelopmentlifecycle6.GoodAnalyticalandproblem-solvingskills7.Self-motivatedwiththeabilitytoprioritize,meetdeadlines,andmanagechangingpriorities8.Shouldhaveahighlevelofenergyworkingasanindividualcontributorandasapartofteam.9.GoodcommandoververbalandwrittenEnglishcommunication10.Abilitytothinkoutoftheboxandquestioningeverything",Posted few days ago
